id,index,title,pronunciation,label
253,144,DAYBREAK FRONTLINE,でいぶれいくふろんとらいん,て
150,145,トキヲ・ファンカ,ときをふぁんか,と
234,146,徳川カップヌードル禁止令,とくがわかっぷぬーどるきんしれい,と
94,147,とても痛い痛がりたい,とてもいたいいたがりたい,と
143,148,トラフィック・ジャム,とらふぃっくじゃむ,と
203,149,トリコロージュ,とりころーじゅ,と
242,150,トリノコシティ,とりのこしてぃ,と
127,151,トンデモワンダーズ,とんでもわんだーず,と
28,152,ドクター＝ファンクビート,どくたーふぁんくびーと,と
91,153,ドラマツルギー,どらまつるぎー,と
123,154,どりーみんチュチュ,どりーみんちゅちゅ,と
252,155,DREAM PLACE,どりーむぷれいす,と
15,156,drop pop candy,どろっぷぽっぷきゃんでぃ,と
164,157,Don't Fight The Music,どんとふぁいとざみゅーじっく,と
290,158,どんな結末がお望みだい？,どんなけつまつがおのぞみだい,と
220,159,ドーナツホール,どーなつほーる,と
158,160,ナンセンス文学,なんせんすぶんがく,な
73,161,ニア,にあ,に
103,162,ニジイロストーリーズ,にじいろすとーりーず,に
178,163,にっこり^^調査隊のテーマ,にっこりちょうさたいのてーま,に
63,164,needLe,にーどる,に
43,165,ネクストネスト,ねくすとねすと,ね
298,166,ネトゲ廃人シュプレヒコール,ねとげはいじんしゅぷれひこーる,ね
229,167,脳漿炸裂ガール,のうしょうさくれつがーる,の
13,168,Nostalogic,のすたろじっく,の
189,169,ノマド,のまど,の
268,170,ノンブレス・オブリージュ,のんぶれすおぶりーじゅ,の
175,171,拝啓ドッペルゲンガー,はいけいどっぺるげんがー,は
263,172,Highlight,はいらいと,は
224,173,88☆彡,はちじゅうはち,は
10,174,ハッピーシンセサイザ,はっぴーしんせさいざ,は
172,175,Happy Halloween,はっぴーはろうぃん,は
186,176,初音天地開闢神話,はつねてんちかいびゃくしんわ,は
131,177,初音ミクの激唱,はつねみくのげきしょう,は
49,178,初音ミクの消失,はつねみくのしょうしつ,は
137,179,花を唄う,はなをうたう,は
97,180,霽れを待つ,はれをまつ,は
66,181,ハロ／ハワユ,はろはわゆ,は
118,182,＊ハロー、プラネット。,はろーぷらねっと,は
286,183,"Hello, Worker",はろーわーかー,は
184,184,"Hello,world!",はろーわーるど,は
44,185,Hand in Hand,はんどいんはんど,は
248,186,バグ,ばぐ,は
278,187,Bad ∞ End ∞ Night,ばっどえんどないと,は
195,188,PaⅢ.SENSATION,ぱっしょねーとすりーどっとせんせーしょん,は
275,189,パラジクロロベンゼン,ぱらじくろろべんぜん,は
264,190,パラソルサイダー,ぱらそるさいだー,は
214,191,パレットには君がいっぱい,ぱれっとにはきみがいっぱい,は
314,192,陽だまりのセツナ,ひだまりのせつな,ひ
316,193,ひつじがいっぴき,ひつじがいっぴき,ひ
74,194,独りんぼエンヴィー,ひとりんぼえんヴぃー,ひ
6,195,ヒバナ -Reloaded-,ひばなりろーでっど,ひ
109,196,ヒビカセ,ひびかせ,ひ
129,197,ビターチョコデコレーション,びたーちょこでこれーしょん,ひ
11,198,ビバハピ,びばはぴ,ひ
156,199,Beat Eater,びーといーたー,ひ
222,200,ピアノ×フォルテ×スキャンダル,ぴあのふぉるてすきゃんだる,ひ
207,201,Peaky Peaky,ぴーきーぴーきー,ひ
183,202,フィクサー,ふぃくさー,ふ
291,203,フェレス,ふぇれす,ふ
277,204,フォニイ,ふぉにい,ふ
55,205,Forward,ふぉわーど,ふ
273,206,フューチャー・イヴ,ふゅーちゃーいヴ,ふ
310,207,Flyway,ふらいうぇい,ふ
182,208,Flyer!,ふらいやー,ふ
69,209,フラジール,ふらじーる,ふ
313,210,FREELY TOMORROW,ふりーりーとぅもろー,ふ
302,211,フレー,ふれー,ふ
251,212,フロイライン＝ビブリォチカ,ふろいらいんびぶりぉちか,ふ
130,213,フロムトーキョー,ふろむとーきょー,ふ
96,214,from Y to Y,ふろむわいとぅわい,ふ
295,215,フロート・プランナー,ふろーとぷらんなー,ふ
238,216,ブラック★ロックシューター,ぶらっくろっくしゅーたー,ふ
128,217,Brand New Day,ぶらんどにゅーでい,ふ
38,218,ブリキノダンス,ぶりきのだんす,ふ
72,219,ブレス・ユア・ブレス,ぶれすゆあぶれす,ふ
50,220,Blessing,ぶれっしんぐ,ふ
320,221,Booo!,ぶー,ふ
145,222,ベノム,べのむ,へ
297,223,p.h.,ぺーはー,へ
261,224,星屑ユートピア,ほしくずゆーとぴあ,ほ
282,225,星空オーケストラ,ほしぞらおーけすとら,ほ
212,226,星空のメロディー,ほしぞらのめろでぃー,ほ
78,227,ぼうけんのしょがきえました！,ぼうけんのしょがきえました,ほ
249,228,ぼくらの16bit戦争,ぼくらのしっくすてぃーんびっとうぉーず,ほ
208,229,僕らまだアンダーグラウンド,ぼくらまだあんだーぐらうんど,ほ
125,230,ボッカデラベリタ,ぼっかでらべりた,ほ
122,231,ポジティブ☆ダンスタイム,ぽじてぃぶだんすたいむ,ほ
52,232,potatoになっていく,ぽてとになっていく,ほ
157,233,マシュマリー,ましゅまりー,ま
176,234,マシンガンポエムドール,ましんがんぽえむどーる,ま
161,235,magic number,まじっくなんばー,ま
217,236,街,まち,ま
221,237,マトリョシカ,まとりょしか,ま
254,238,未完成讃歌,みかんせいさんか,み
177,239,右肩の蝶,みぎかたのちょう,み
153,240,Miku,みく,み
124,241,みくみくにしてあげる♪【してやんよ】,みくみくにしてあげるしてやんよ,み
333,242,Mr. Showtime,みすたーしょうたいむ,み
180,243,ミライ,みらい,み
36,244,ミラクルペイント,みらくるぺいんと,み
107,245,ミルククラウン・オン・ソーネチカ,みるくくらうんおんそーねちか,み
209,246,メタモリボン,めたもりぼん,め
218,247,メリュー,めりゅー,め
70,248,メルティランドナイトメア,めるてぃらんどないとめあ,め
47,249,メルト,めると,め
99,250,モア！ジャンプ！モア！,もあじゃんぷもあ,も
194,251,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,も
329,252,ヤミナベ!!!!,やみなべ,や
102,253,幽霊東京,ゆうれいとうきょう,ゆ
311,254,夜明けと蛍,よあけとほたる,よ
81,255,夜咄ディセイブ,よばなしでぃせいぶ,よ
255,256,夜もすがら君想ふ,よもすがらきみおもう,よ
139,257,夜に駆ける,よるにかける,よ
197,258,ラストスコア,らすとすこあ,ら
101,259,RAD DOGS,らっどどっぐす,ら
260,260,ラブカ？,らぶか,ら
146,261,リモコン,りもこん,り
173,262,流星のパルス,りゅうせいのぱるす,り
303,263,リンちゃんなう！,りんちゃんなう,り
216,264,ルカルカ★ナイトフィーバー,るかるかないとふぃーばー,る
148,265,ray,れい,れ
85,266,Leia - Remind,れいありまいんど,れ
283,267,レイニースノードロップ,れいにーすのーどろっぷ,れ
26,268,劣等上等,れっとうじょうとう,れ
54,269,Ready Steady,れでぃすてでぃ,れ
87,270,恋愛裁判,れんあいさいばん,れ
187,271,ロウワー,ろうわー,ろ
2,272,ロキ,ろき,ろ
135,273,六兆年と一夜物語,ろくちょうねんといちやものがたり,ろ
179,274,炉心融解,ろしんゆうかい,ろ
226,275,ロストエンファウンド,ろすとえんふぁうんど,ろ
98,276,ロストワンの号哭,ろすとわんのごうこく,ろ
121,277,ロミオとシンデレラ,ろみおとしんでれら,ろ
269,278,ロンリーユニバース,ろんりーゆにばーす,ろ
113,279,ローリンガール,ろーりんがーる,ろ
266,280,YY,わいわい,わ
287,281,私は、私達は,わたしはわたしたちは,わ
315,282,What's up? Pop!,わっつあっぷぽっぷ,わ
105,283,ワンスアポンアドリーム,わんすあぽんあどりーむ,わ
227,284,ONESELF,わんせるふ,わ
119,285,ワールズエンド・ダンスホール,わーるずえんどだんすほーる,わ
48,286,ワールドイズマイン,わーるどいずまいん,わ
193,287,ワールドワイドワンダー,わーるどわいどわんだー,わ
77,288,ワーワーワールド,わーわーわーるど,わ
